artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Titian,1511,genre painting,1289,1831,749492,wikiart,High Renaissance,The Vicious Husband,train_and_test,TRUE,13826.jpg
Rene Magritte,1962,symbolic painting,1769,1334,460886,wikiart,Surrealism,Homage to Alphonse Allais,train_and_test,TRUE,61897.jpg
Rene Magritte,1952,still life,1340,1761,265971,wikiart,Surrealism,The explanation,train_and_test,TRUE,73788.jpg
Marc Chagall,1963,religious painting,1121,2105,273954,wikiart,Naïve Art (Primitivism),King David,train_and_test,TRUE,10696.jpg
Carl Spitzweg,c.1857,landscape,2048,1152,207098,wikiart,Biedermeier,Women's bath in Dieppe,train_and_test,TRUE,43014.jpg
Leon Ferrari,1982,abstract,1536,1536,210426,wikiart,Conceptual Art,People,train_and_test,TRUE,16907.jpg
Joseph Wright,,landscape,1701,1387,1492439,wikiart,Romanticism,Vesuvius from Portici,train_and_test,TRUE,88218.jpg
Max Ernst,1945,symbolic painting,1690,1396,447088,wikiart,Surrealism,Temptation of St. Anthony,train_and_test,TRUE,43419.jpg
Konstantin Makovsky,1896,history painting,1416,1666,525460,wikiart,Romanticism,Appeal of Minin,train_and_test,TRUE,95140.jpg
Otto Dix,,self-portrait,1478,1596,416843,wikiart,Verism,Self-Portrait with Wanderhut,train_and_test,TRUE,42572.jpg
Duccio,1311,religious painting,1400,1684,763991,wikiart,Proto Renaissance,Annunciation (Fragment),train_and_test,TRUE,36017.jpg
Endre Balint,1960,religious painting,1364,1728,705117,wikiart,Surrealism,Jonas and the whale,train_and_test,TRUE,74010.jpg
Tintoretto,1571,portrait,1370,1720,864782,wikipedia,Mannerism (Late Renaissance),Sebastiano Venier,train_and_test,TRUE,55753.jpg
Edvard Munch,1903,genre painting,1721,1369,409568,wikiart,Expressionism,Four girls in Arsgardstrand,train_and_test,TRUE,21572.jpg
Ernst Ludwig Kirchner,1914,nude painting (nu),1340,1758,921847,wikipedia,Expressionism,After the Bath,train_and_test,TRUE,66756.jpg
Jehan Georges Vibert,,portrait,1346,1750,633104,wikiart,Academicism,The Preening Peacock,train_only,TRUE,33688.jpg
Max Ernst,1937,symbolic painting,1769,1331,231420,wikiart,Surrealism,The Angel of Hearth and Home,train_and_test,TRUE,90331.jpg
Erte,,design,1223,1925,166076,wikiart,Art Deco,Pillow Swing,train_and_test,TRUE,47706.jpg
Edward Hopper,1909,genre painting,1684,1398,343016,wikiart,New Realism,Bistro,train_and_test,TRUE,25213.jpg
Childe Hassam,1904,landscape,1832,1285,248865,wikiart,Impressionism,"End of Timberline, Mt. Hood",train_and_test,TRUE,57610.jpg
Thomas Eakins,1878,illustration,1702,1383,691943,wikipedia,Realism,Illustration,train_and_test,TRUE,97099.jpg
Alfred Manessier,1966,abstract,1536,1532,298091,wikiart,Art Informel,Early Spring,train_and_test,TRUE,1026.jpg
Odilon Redon,1878,symbolic painting,1479,1591,629353,wikiart,Symbolism,Severed head,train_and_test,TRUE,68964.jpg
Marc Chagall,1911,nude painting (nu),1834,1283,417342,wikiart,Cubism,Reclining Nude,train_and_test,TRUE,41244.jpg
Gustav Klimt,1902,portrait,1000,2353,365274,wikiart,Art Nouveau (Modern),Portrait of Emilie Flöge,train_and_test,TRUE,53128.jpg
Frederic Bazille,1870,nude painting (nu),1505,1563,1177399,wikiart,Impressionism,Toilet,train_and_test,TRUE,4286.jpg
Edouard Manet,1878,portrait,1314,1790,341660,wikiart,Realism,Eva Gonzales,train_and_test,TRUE,25800.jpg
Theodor Severin Kittelsen,1900,genre painting,1920,1225,4653903,wikiart,Neo-Romanticism,Askeladdens adventure,train_and_test,TRUE,31780.jpg
Theodor Severin Kittelsen,1910,mythological painting,1920,1225,4292178,wikiart,,Askeladden og trollet (på flya),train_and_test,TRUE,29904.jpg
Theodor Severin Kittelsen,,illustration,1225,1920,4374329,wikiart,Neo-Romanticism,King,train_and_test,TRUE,77789.jpg
Alexey  Bogolyubov,1861,cityscape,1960,1200,428978,wikiart,Realism,Ipatyev Monastery near Kostroma,train_and_test,TRUE,50453.jpg
Mabuse,c.1527,religious painting,1327,1772,1832609,wikiart,Northern Renaissance,Holy family,train_only,TRUE,21213.jpg
Vasily Polenov,1879,landscape,1890,1244,393734,wikiart,Realism,Pond,train_and_test,TRUE,26588.jpg
Katsushika Hokusai,,animal painting,2544,924,754029,wikiart,Ukiyo-e,Flat fish and pink,train_and_test,TRUE,77661.jpg
Rene Magritte,1928,symbolic painting,1793,1311,286758,wikiart,Surrealism,The six elements,train_and_test,TRUE,93996.jpg
Erte,,symbolic painting,1261,1864,176311,wikiart,Art Deco,Enchanted Melody,train_and_test,TRUE,66541.jpg
Georgia O'Keeffe,,flower painting,942,2495,133804,wikiart,Precisionism,Iris 7,train_and_test,TRUE,25235.jpg
William Turner,,landscape,1952,1204,322769,wikiart,Romanticism,Whitby,train_and_test,TRUE,97555.jpg
Camille Corot,1854,landscape,2000,1175,955265,wikiart,Realism,The Path Leading to the House,train_and_test,TRUE,69767.jpg
Andre Derain,,still life,1432,1641,302388,wikiart,Neoclassicism,Still life,train_and_test,TRUE,60738.jpg
Henryk Siemiradzki,c.1880,genre painting,2136,1100,605928,wikiart,Academicism,A Dangerous Game,train_and_test,TRUE,96526.jpg
Theo van Doesburg,1924,sketch and study,1200,1958,243488,wikiart,Dada,"Nelly van Doesburg Viewed from behind, and a harbor scene",train_and_test,TRUE,55126.jpg
Edvard Munch,1903,portrait,1734,1355,302875,wikiart,Expressionism,The Four Sons of Dr. Linde,train_and_test,TRUE,85158.jpg
Vasile Kazar,,figurative,1700,1382,409060,wikiart,Expressionism,unknown title,train_and_test,TRUE,36059.jpg
Richard Hamilton,2008,portrait,1104,2128,188264,wikiart,,Shock and Awe,train_only,TRUE,68817.jpg
Edward Hopper,,cityscape,1701,1381,479136,wikiart,New Realism,Le Pont Royal ,train_and_test,TRUE,72215.jpg
Henri Matisse,1946,interior,1292,1818,227365,wikiart,Expressionism,Interior in Venetian Red,train_and_test,TRUE,82852.jpg
Vasily Perov,1873,portrait,1468,1600,824828,wikiart,Realism,Head of a Kirgiz-convict ,train_and_test,TRUE,41833.jpg
Piero Manzoni,1958,abstract,1529,1536,385999,wikiart,Minimalism,Achrome,train_only,TRUE,18758.jpg
Erte,,mythological painting,1290,1820,173608,wikiart,Art Deco,Venus,train_and_test,TRUE,84663.jpg
Mikhail Nesterov,1906,portrait,1048,2240,187019,wikiart,Symbolism,Portrait of Olga Nesterova (Woman in a Riding Habit),train_and_test,TRUE,74259.jpg
Raphael,,religious painting,1841,1275,1804645,wikiart,High Renaissance,Miraculous Draught of Fishes,train_and_test,TRUE,98047.jpg
Nicholas Roerich,c.1934,landscape,1800,1304,1184800,wikiart,Symbolism,Himalayas (study),train_and_test,TRUE,74394.jpg
Claude Monet,1884,landscape,1800,1304,1085495,wikiart,Impressionism,Fishing Boats on the Beach at Etretat,train_and_test,TRUE,88192.jpg
Honore Daumier,c.1855,literary painting,1363,1722,502479,wikiart,Realism,Don Quixote and Sancho Pansa Having a Rest under a Tree,train_and_test,TRUE,98975.jpg
Romul Nutiu,2002,abstract,1930,1216,1907000,wikiart,Tachisme,The Big Waterfall,train_only,TRUE,48210.jpg
Titian,1531,religious painting,1272,1845,598513,wikiart,High Renaissance,Saint Bernadine,train_and_test,TRUE,27151.jpg
Vittore Carpaccio,c.1490,genre painting,1424,1648,1397943,wikiart,High Renaissance,Hunting on the Lagoon,train_and_test,TRUE,7018.jpg
Max Ernst,1923,symbolic painting,1328,1767,153736,wikiart,Dada,Ubu Imperator,train_and_test,TRUE,101115.jpg
Marevna (Marie Vorobieff),,nude painting (nu),1605,1462,2088184,wikiart,Cubism,Claude Lamorrise with two Tibetan Dogs,train_only,TRUE,67313.jpg
John William Godward,1900,genre painting,1319,1779,850535,wikiart,Neoclassicism,The Jewel Casket,train_and_test,TRUE,67092.jpg
Bernardo Strozzi,c.1635,religious painting,1467,1599,318154,wikiart,Baroque,The Release of St. Peter,train_only,TRUE,30938.jpg
Lyubov Popova,,abstract,1223,1918,917112,wikiart,Suprematism,Spatial Force Construction,train_and_test,TRUE,95599.jpg
Salvador Dali,1965,portrait,1466,1600,1515959,wikiart,Surrealism,Portrait of Gala (Gala Against the Light),train_and_test,TRUE,16248.jpg
Rene Magritte,1962,symbolic painting,1660,1413,276454,wikiart,Surrealism,Representation,train_and_test,TRUE,62827.jpg
Marc Chagall,1924,genre painting,1118,2098,328095,wikiart,Cubism,The Green Violinist,train_and_test,TRUE,7584.jpg
William Turnbull,1959,abstract,1527,1536,133451,wikiart,Color Field Painting,No. 1,train_only,TRUE,891.jpg
Andre Lanskoy,1957,abstract,1697,1382,853050,wikiart,Tachisme,La soeur de la Violette,train_and_test,TRUE,17044.jpg
Ivan Vladimirov,,genre painting,1804,1300,610639,wikiart,Realism,Requisitioning,train_and_test,TRUE,1341.jpg
Konstantin Makovsky,1882,portrait,1000,2345,528883,wikiart,Romanticism,Portrait of Artist's Children,train_and_test,TRUE,1541.jpg
Gene Davis,1985,poster,1400,1675,242087,wikiart,Color Field Painting,Smithsonian Resident Associates Program 1985 (20th Anniversary Poster),train_and_test,TRUE,17916.jpg
Georgia O'Keeffe,1916,abstract,1318,1779,76776,wikiart,Abstract Art,Black Lines 1,train_and_test,TRUE,39626.jpg
Theodor Severin Kittelsen,,illustration,1221,1920,4544302,wikiart,Neo-Romanticism,Jetten på Dovrefjell,train_and_test,TRUE,94957.jpg
John Ruskin,1851,interior,1695,1383,1602674,wikiart,Romanticism,Doorhead from Ca Contarini ,train_and_test,TRUE,75089.jpg
Marcel Duchamp,1910,nude painting (nu),1100,2131,305278,wikiart,Expressionism,Standing Nude,train_only,TRUE,31194.jpg
Theo van Doesburg,1925,abstract,1530,1532,220381,wikiart,Neoplasticism,Counter composition XIV,train_and_test,TRUE,34407.jpg
Leon Ferrari,1982,abstract,1536,1526,194263,wikiart,Conceptual Art,Board,train_and_test,TRUE,14477.jpg
Frans Hals,,portrait,1344,1744,530698,wikiart,Baroque,Portrait of Jacob Pietersz Olycan,train_and_test,TRUE,76059.jpg
Odilon Redon,1877,sketch and study,1382,1696,260337,wikiart,Symbolism,Satan,train_and_test,TRUE,2234.jpg
Rogier van der Weyden,1435,portrait,1278,1834,1709954,wikiart,Northern Renaissance,Portrait of a Young Woman in a Pinned Hat,train_and_test,TRUE,5826.jpg
Erte,1983,design,1280,1831,313610,wikiart,Art Deco,Prisoner of Love,train_and_test,TRUE,22393.jpg
John French Sloan,,poster,1151,2036,642256,wikiart,Art Nouveau (Modern),"Poster and cover for February 15, 1896, The Echo",train_and_test,TRUE,77801.jpg
Ivan Vladimirov,,genre painting,1802,1300,598301,wikiart,Socialist Realism,Agitator,train_and_test,TRUE,48261.jpg
Ivan Vladimirov,c.1917,history painting,1802,1300,604730,wikiart,Realism,The pogrom of the Winter Palace,train_and_test,TRUE,89449.jpg
Erte,,design,1377,1701,190680,wikiart,Art Deco,June Bride,train_and_test,TRUE,60017.jpg
Paolo Uccello,1469,religious painting,2048,1143,229455,wikiart,Early Renaissance,Procession of re-ordained in a church,train_and_test,TRUE,12448.jpg
Pablo Picasso,1896,portrait,1315,1780,430624,wikiart,Realism,Portrait of the Artist's Mother,train_and_test,TRUE,88893.jpg
Koloman Moser,1911,design,1980,1182,1461016,wikiart,Art Nouveau (Modern),Design for the bill of 50 crowns,train_and_test,TRUE,37553.jpg
Georgia O'Keeffe,1922,landscape,1767,1324,158928,wikiart,Precisionism,"My Shanty, Lake George",train_and_test,TRUE,90575.jpg
Ben Nicholson,1967,sketch and study,1536,1523,127156,wikiart,Cubism,Ronco,train_and_test,TRUE,59672.jpg
Claude Monet,1884,landscape,1700,1376,1630567,wikiart,Impressionism,Cap Martin 2,train_and_test,TRUE,7062.jpg
Albrecht Durer,,religious painting,1256,1861,326542,wikiart,Northern Renaissance,Maria,train_and_test,TRUE,82317.jpg
Nikolay Bogdanov-Belsky,1901,genre painting,1300,1798,368153,wikiart,Realism,Schoolgirls,train_and_test,TRUE,18550.jpg
Georges Papazoff,1931,genre painting,1800,1298,452553,wikiart,Surrealism,Love on the Beach,train_only,TRUE,54844.jpg
Pierre Bonnard,1911,genre painting,1942,1203,288340,wikiart,Post-Impressionism,Morning in Paris,train_and_test,TRUE,100775.jpg
Oskar Kokoschka,1907,nude painting (nu),1234,1893,192940,wikiart,Expressionism,Nude with Back Turned,train_and_test,TRUE,34705.jpg
Koloman Moser,1908,design,1302,1794,1430128,wikiart,Art Nouveau (Modern),Design of the anniversary stamp with Austrian Franz Joseph I. on horseback,train_and_test,TRUE,20449.jpg
Edouard Manet,c.1863,genre painting,1940,1204,542294,wikipedia,Impressionism,Fishing,train_and_test,TRUE,49164.jpg
Marc Chagall,1963,religious painting,1118,2089,432419,wikiart,Naïve Art (Primitivism),Bathsheba,train_and_test,TRUE,89205.jpg
Theodor Severin Kittelsen,1900,illustration,1920,1216,4469645,wikiart,Neo-Romanticism,Askeladdens adventure. Golden Bird,train_and_test,TRUE,95921.jpg
Andrea Mantegna,1500,mythological painting,1038,2249,439443,wikiart,High Renaissance,Dido,train_and_test,TRUE,36639.jpg
Gwen John,,portrait,1188,1965,461349,wikiart,Post-Impressionism,Portrait of Chloe Boughton-Leigh,train_and_test,TRUE,4707.jpg
Angelica Kauffman,c.1775,portrait,1296,1801,335952,wikiart,Neoclassicism,Ideal portrait of Shakespeare,train_only,TRUE,51797.jpg
Keisai Eisen,1825,bijinga,1286,1815,1958771,wikiart,Ukiyo-e,Rejected Geisha from Passions Cooled by Springtime Snow,train_only,TRUE,29298.jpg
Ivan Aivazovsky,1884,landscape,1720,1357,490078,wikiart,Romanticism,A Rocky Coastal Landscape in the Aegean,train_and_test,TRUE,89386.jpg
Gustave de Smet,1912,marina,1788,1305,632939,wikipedia,Impressionism,The port of Ostend ,train_and_test,TRUE,27758.jpg
Duccio,1311,religious painting,1400,1666,950972,wikiart,Proto Renaissance,The Apostle Thomas,train_and_test,TRUE,70291.jpg
Petrus Christus,c.1447,religious painting,1256,1857,290780,wikiart,Northern Renaissance,Nativity,train_and_test,TRUE,47099.jpg
Eugene de Blaas,1908,portrait,1166,2000,760411,wikiart,Academicism,The Watercarrier,train_and_test,TRUE,26361.jpg
John Hoyland,1961,abstract,1518,1536,225363,wikiart,Color Field Painting,Apr-61,train_and_test,TRUE,14720.jpg
Tintoretto,,religious painting,1833,1272,1876447,wikiart,Mannerism (Late Renaissance),Christ in the house of the Pharisee,train_and_test,TRUE,102499.jpg
Kathe Kollwitz,,religious painting,1482,1573,238000,wikiart,Expressionism,Mary and Elizabeth,train_and_test,TRUE,11804.jpg
Fernand Leger,1924,still life,1278,1824,2168434,wikiart,Cubism,Machine element 1st state,train_and_test,TRUE,52276.jpg
Ivan Vladimirov,,genre painting,1793,1300,594370,wikiart,Realism,Pogrom of wine shop,train_and_test,TRUE,68318.jpg
Gustave Moreau,1875,religious painting,1345,1733,384833,wikiart,Symbolism,Saint Sebastian,train_and_test,TRUE,90100.jpg
Gustave Dore,c.1868,illustration,1352,1724,708063,wikiart,Romanticism,The Enchantment of Don Quixote,train_and_test,TRUE,90259.jpg
Maurice Prendergast,c.1915,nude painting (nu),2070,1126,388672,wikiart,Post-Impressionism,Women at Seashore,train_and_test,TRUE,53448.jpg
Vasily Perov,1869,genre painting,1325,1759,1123520,wikiart,Realism,Wanderer ,train_and_test,TRUE,8417.jpg
Henri Matisse,1914,interior,1217,1915,280591,wikipedia,Expressionism,View of Notre Dame,train_and_test,TRUE,35704.jpg
Maurice Prendergast,c.1913,genre painting,1854,1256,442154,wikiart,Post-Impressionism,Landscape with Figures,train_and_test,TRUE,19365.jpg
Rene Magritte,1958,symbolic painting,1674,1391,359684,wikiart,Surrealism,Clear ideas,train_and_test,TRUE,49404.jpg
Constantin Guys,,genre painting,1738,1339,2515497,wikiart,Realism,Dandies in the Park,train_only,TRUE,14144.jpg
Andrea Mantegna,1448,religious painting,1763,1320,1161890,wikiart,Early Renaissance,Scenes from the Life of St.Christopher,train_and_test,TRUE,44195.jpg
Andrea del Castagno,c.1453,religious painting,1256,1852,253638,wikiart,Early Renaissance,David with the Head of Goliath,train_only,TRUE,28665.jpg
Marc Chagall,1927,symbolic painting,1665,1397,375490,wikiart,Surrealism,The dream (The rabbit),train_and_test,TRUE,76689.jpg
Pieter Claesz,1649,still life,1800,1292,464527,wikiart,Baroque,Breakfast Piece ,train_and_test,TRUE,86308.jpg
Utagawa Kuniyoshi,,history painting,1850,1257,611867,wikiart,Ukiyo-e,A record of origins of the great country of Japan,train_and_test,TRUE,21471.jpg
Claude Monet,,cityscape,1755,1325,286915,wikiart,Impressionism,NOT DETECTED,train_and_test,TRUE,1547.jpg
Georges Seurat,1883,genre painting,1872,1242,321334,wikiart,Post-Impressionism,"Stone Breaker and Wheelbarrow, Le Raincy",train_and_test,TRUE,23343.jpg
Henri Martin,,landscape,2018,1152,359909,wikiart,Divisionism,Terrace at Marquayrol,train_and_test,TRUE,52705.jpg
Claude Monet,1865,genre painting,1769,1314,347618,wikiart,Impressionism,Lunch on the Grass,train_and_test,TRUE,32553.jpg
Marcel Duchamp,1901,portrait,1319,1762,152218,wikiart,Expressionism,Portrait of Yvonne Duchamp,train_only,TRUE,51156.jpg
Claude Monet,,landscape,1512,1537,4054560,wikiart,Impressionism,Weeping Willow,train_and_test,TRUE,80674.jpg
Ernst Ludwig Kirchner,,portrait,1310,1774,224996,wikiart,Expressionism,Two Women at the Street,train_and_test,TRUE,11773.jpg
Georges Braque,1913,still life,1655,1404,483987,wikiart,Synthetic Cubism,The Clarinet (Tenora),train_and_test,TRUE,77552.jpg
Domenico Ghirlandaio,,religious painting,1087,2137,943754,wikiart,Early Renaissance,St. Christopher,train_and_test,TRUE,49896.jpg
Jean Auguste Dominique Ingres,,portrait,1313,1769,424063,wikiart,Neoclassicism,Paolo and Francesca,train_and_test,TRUE,100612.jpg
Konstantin Makovsky,,portrait,1400,1659,284577,wikiart,Romanticism,Portrait of Maria Feodorovna (Dagmar of Denmark),train_and_test,TRUE,56768.jpg
Alphonse Mucha,,genre painting,1800,1290,296254,wikiart,Art Nouveau (Modern),not detected,train_and_test,TRUE,68431.jpg
Gentile da Fabriano,,religious painting,1266,1833,1657812,wikipedia,International Gothic,Mystic Marriage of Saint Catherine of Alexandria,train_and_test,TRUE,42976.jpg
Fyodor Rokotov,c.1780,portrait,1300,1785,297130,wikiart,Rococo,Portrait of Varvara Nikolaevna Surovceva,train_and_test,TRUE,47751.jpg
Marcel Duchamp,1910,landscape,1618,1434,287539,wikiart,Fauvism,Laundry Barge,train_only,TRUE,7771.jpg
Hasui Kawase,1925,cityscape,1286,1804,521224,wikiart,Shin-hanga,Snow at Shirochi,train_and_test,TRUE,50482.jpg
Isaac Levitan,1892,landscape,1702,1363,978022,wikiart,Realism,Vesper chimes,train_and_test,TRUE,44799.jpg
Georges Braque,c.1954,still life,1621,1431,181989,wikiart,Cubism,The Echo,train_and_test,TRUE,98569.jpg
Georges Hugnet,1947,figurative,1208,1920,738818,wikiart,Surrealism,oylessly we boarded the Paris train… ,train_only,TRUE,4135.jpg
Georgia O'Keeffe,,landscape,2082,1114,96152,wikiart,Precisionism,Rust Red Hills,train_and_test,TRUE,95291.jpg
Duccio,1311,religious painting,1400,1656,757619,wikiart,Proto Renaissance,Apostle Simon,train_and_test,TRUE,91532.jpg
Claude Monet,1871,cityscape,2048,1132,681189,wikiart,Impressionism,"Zaandam, Canal",train_and_test,TRUE,33947.jpg
Tang Yin,1516,genre painting,1000,2318,217239,wikipedia,Ink and wash painting,倣唐人仕女圖,train_only,TRUE,20193.jpg
Bernardo Bellotto,1738,cityscape,1903,1218,1576939,wikiart,Rococo,"Grand canal, view from north",train_and_test,TRUE,87332.jpg
Tarsila do Amaral,,cityscape,1772,1308,183616,wikiart,Cubism,São Paulo,train_and_test,TRUE,89529.jpg
Antoine Pesne,c.1728,portrait,1243,1864,415849,wikipedia,Rococo,Anna Karolina Orzelska,train_and_test,TRUE,16983.jpg
Ivan Aivazovsky,1856,cityscape,1720,1347,343884,wikiart,Romanticism,Constantinople,train_and_test,TRUE,82491.jpg
Ivan Vladimirov,,genre painting,1782,1300,481829,wikiart,Realism,The former,train_and_test,TRUE,95995.jpg
Thomas Cole,1836,landscape,1840,1259,2324226,wikiart,Romanticism,View from Mount Holyoke,train_and_test,TRUE,25810.jpg
Giovanni Battista Tiepolo,1750,history painting,2048,1131,185607,wikiart,Rococo,The reception of Henry III,train_and_test,TRUE,60948.jpg
Aleksey Savrasov,1874,landscape,1352,1713,597930,wikiart,Realism,Evening Migration of birds,train_and_test,TRUE,46268.jpg
Grigoriy Myasoyedov,,landscape,1300,1781,772299,wikiart,Realism,Creek in the forest,train_and_test,TRUE,77516.jpg
John Ruskin,1857,landscape,1853,1249,1789467,wikiart,Romanticism,Rocky Bank of a River ,train_and_test,TRUE,1886.jpg
Edgar Degas,1883,portrait,1236,1872,299299,wikiart,Impressionism,Mme Jacques Fourchy,train_and_test,TRUE,15827.jpg
Mikhail Vrubel,1895,genre painting,1200,1928,290160,wikiart,Symbolism,The Fortune Teller,train_and_test,TRUE,27896.jpg
Paul Klee,1922,portrait,1453,1592,451495,wikiart,Cubism,Senecio,train_and_test,TRUE,98683.jpg
Rene Magritte,1959,symbolic painting,1675,1381,582185,wikiart,Surrealism,The Battle of the Argonne ,train_and_test,TRUE,58940.jpg
Edvard Munch,1909,self-portrait,1584,1460,346774,wikiart,Expressionism,Self-Portrait at Professor Jacobson's Hospital,train_and_test,TRUE,92121.jpg
William-Adolphe Bouguereau,1895,genre painting,1248,1853,546280,wikiart,Realism,Pleasant Burden,train_and_test,TRUE,52730.jpg
Pieter Bruegel the Elder,,religious painting,1997,1158,260307,wikiart,Northern Renaissance,The Suicide of Saul,train_and_test,TRUE,89763.jpg
Mario Tozzi,1976,portrait,1328,1741,2764788,wikiart,,Figura ,train_and_test,TRUE,67377.jpg
Rene Magritte,1943,nude painting (nu),1770,1306,615611,wikiart,Surrealism,The harvest,train_and_test,TRUE,74090.jpg
Paul Delvaux,1951,symbolic painting,2017,1146,532551,wikiart,Surrealism,The Deposition ,train_and_test,TRUE,52058.jpg
Marc Chagall,1954,cityscape,1830,1263,378627,wikiart,Surrealism,Bridges over the Seine,train_and_test,TRUE,5697.jpg
Paolo Uccello,c.1440,religious painting,1359,1700,1814477,wikiart,Early Renaissance,Scenes of Monastic Life,train_and_test,TRUE,5064.jpg
Caspar David Friedrich,,,1795,1287,438181,wikiart,Romanticism,Greifswald market,train_and_test,TRUE,12713.jpg
Giuseppe de Nittis,,landscape,1155,2000,818488,wikiart,Impressionism,In the Forest,train_only,TRUE,92408.jpg
Ivan Aivazovsky,1874,landscape,1725,1339,430236,wikiart,Romanticism,Fishermen Returning Near Naples,train_and_test,TRUE,97459.jpg
Georges Braque,1937,genre painting,1288,1793,492255,wikiart,Expressionism,Woman with a Mandolin,train_and_test,TRUE,16461.jpg
Marcel Duchamp,1912,figurative,1442,1601,269853,wikiart,Cubism,Transition of Virgin into a Bride ,train_only,TRUE,90593.jpg
Edgar Degas,1870,landscape,2048,1127,183865,wikiart,Impressionism,Beach at Ebbe,train_and_test,TRUE,77271.jpg
Paul Peel,1892,nude painting (nu),1280,1803,920584,wikiart,Academicism,The Little Shepherdess ,train_only,TRUE,29554.jpg
Canaletto,1765,capriccio,1280,1803,412057,wikiart,Rococo,Perspective with a Portico,train_and_test,TRUE,6507.jpg
Hiroshige,1856,landscape,1238,1864,536949,wikipedia,Ukiyo-e,Sudden Shower over Shin-Ohashi Bridge at Atake,train_and_test,TRUE,76195.jpg
Lyonel Feininger,1918,genre painting,1442,1600,466947,wikiart,Expressionism,Yellow Street II ,train_only,TRUE,95469.jpg
Oskar Kokoschka,1914,portrait,1306,1766,289768,wikiart,Expressionism,Portrait of the Composer Anton von Webern,train_and_test,TRUE,36784.jpg
Konstantinos Volanakis,,marina,2000,1153,1307260,wikiart,Realism,Greek frigate at anchor,train_and_test,TRUE,64318.jpg
Toyota Hokkei,1835,mythological painting,2000,1153,442523,wikiart,Ukiyo-e,Oniwakamaru and the Giant Carp,train_only,TRUE,13760.jpg
Peder Severin Kroyer,1899,genre painting,1767,1305,198169,wikiart,Realism,Summer evening on Skagen's beach,train_only,TRUE,99951.jpg
Theodor Severin Kittelsen,,genre painting,1969,1171,511367,wikiart,Neo-Romanticism,17th of May Norwegian Constitution Day 17 De Mai ,train_and_test,TRUE,24531.jpg
Arthur Beecher Carles,1922,portrait,1441,1600,471236,wikiart,Post-Impressionism,Woman with Red Hair,train_and_test,TRUE,100239.jpg
Georges Seurat,1889,cityscape,1185,1945,734119,wikiart,Pointillism,The Eiffel Tower,train_and_test,TRUE,95199.jpg
Hans Baldung,1533,religious painting,1256,1835,232405,wikiart,Northern Renaissance,Madonna with the Parrots,train_and_test,TRUE,63665.jpg
Jacques-Louis David,1773,history painting,1716,1343,747744,wikiart,Neoclassicism,The Death of Seneca,train_and_test,TRUE,32095.jpg
Georges Seurat,1886,nude painting (nu),1197,1925,411580,wikiart,Pointillism,Model from the Back,train_and_test,TRUE,63284.jpg
Fernand Leger,1918,abstract,1961,1175,557435,wikiart,Cubism,The Circus,train_and_test,TRUE,49263.jpg
Georges Braque,1942,genre painting,1325,1739,464835,wikiart,Expressionism,The Patience,train_and_test,TRUE,51620.jpg
Filippo Lippi,1430,religious painting,1700,1355,1411950,wikiart,Early Renaissance,Madonna and Child,train_and_test,TRUE,47659.jpg
Theodor Severin Kittelsen,1885,illustration,1984,1161,427502,wikiart,Neo-Romanticism,Krigen Mellom Froskene Og Musene 02,train_and_test,TRUE,90094.jpg
Theodor Severin Kittelsen,,landscape,1950,1181,523845,wikiart,Realism,Hytta Vaar Paa Staatoey,train_and_test,TRUE,62046.jpg
Georgia O'Keeffe,1943,landscape,1659,1388,369986,wikiart,Precisionism,Cottonwood Tree in Spring,train_and_test,TRUE,87999.jpg
Vasily Perov,1862,genre painting,1600,1439,988872,wikiart,Realism,Tea Party at Mytishchi near Moscow,train_and_test,TRUE,64178.jpg
Ivan Vladimirov,,genre painting,1771,1300,590552,wikiart,Realism,Questioning in the committee of poor,train_and_test,TRUE,94891.jpg
Rene Magritte,1927,symbolic painting,1311,1756,166102,wikiart,Surrealism,The man of the sea,train_and_test,TRUE,30179.jpg
Titian,,religious painting,1243,1852,897926,wikiart,High Renaissance,The Martyrdom of Saint Peter,train_and_test,TRUE,41863.jpg
Arnold Böcklin,1873,mythological painting,2048,1124,220251,wikiart,Symbolism,Centaurs,train_and_test,TRUE,19931.jpg
Duccio,1311,religious painting,1400,1644,1035548,wikiart,Proto Renaissance,Descent from the Cross (Fragment) ,train_and_test,TRUE,48569.jpg
Georgia O'Keeffe,1937,animal painting,1724,1335,245319,wikiart,Precisionism,Pink Shell with Seaweed,train_and_test,TRUE,76716.jpg
Pablo Picasso,1899,portrait,1433,1606,250884,wikiart,Realism,Head of a Man in El Greco style,train_and_test,TRUE,41883.jpg
Nicholas Roerich,1901,history painting,1770,1300,422661,wikiart,Art Nouveau (Modern),Visitors from over the sea,train_and_test,TRUE,93090.jpg
Olga Rozanova,1913,illustration,1438,1600,830707,wikiart,,Magazine  Souz Molodyozhi [Union of Youth],train_only,TRUE,81873.jpg
Keisai Eisen,1825,bijinga,1281,1796,1933709,wikiart,Ukiyo-e,Head of a Beauty,train_only,TRUE,54755.jpg
Henri Matisse,1917,portrait,1694,1358,283186,wikiart,Expressionism,Aicha and Laurette ,train_and_test,TRUE,87568.jpg
Gustave Moreau,1865,mythological painting,1283,1793,2010497,wikiart,Symbolism,After,train_and_test,TRUE,96475.jpg
